"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","orl7",,,,"User:","root"
"Cmdline:","dstat --time -v --net --output html.20190805-144620/dstat.csv 1 900",,,,"Date:","05 Aug 2019 14:46:20 CST"
"system","procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,"net/total",
05-08 15:00:14,3,0,1,139935744,947716096,3215360,664883200,0,0,0,0,2102,122,89.888,0.562,9.551,0,0,0,0
05-08 15:00:15,2,0,1,139837440,947814400,3215360,664883200,0,0,0,0,2148,152,91.176,0.588,8.235,0,0,4397,91169
05-08 15:00:16,1,0,1,139935744,947716096,3215360,664883200,0,0,0,0,2237,187,90.110,1.099,8.791,0,0,4343,91279
05-08 15:00:17,1,0,0,139935744,947716096,3215360,664883200,0,0,0,0,2193,126,90.374,0.535,9.091,0,0,0,0
05-08 15:00:18,1,0,1,139837440,947814400,3215360,664883200,0,0,0,0,2069,178,85.393,0.562,14.045,0,0,4289,91492
05-08 15:00:19,2,0,1,139776000,947875840,3215360,664883200,0,0,0,0,2151,172,85.714,1.099,13.187,0,0,4343,91549
05-08 15:00:20,2,0,1,139767808,947875840,3215360,664891392,0,0,0,0,2048,182,83.708,0.562,15.730,0,0,0,0
05-08 15:00:21,2,0,1,139767808,947875840,3215360,664891392,0,0,0,0,2100,187,82.703,0,17.297,0,0,0,54
05-08 15:00:22,2,0,0,139767808,947875840,3215360,664891392,0,0,0,0,2045,150,81.319,0.549,18.132,0,0,0,0
05-08 15:00:23,1,0,1,139669504,947974144,3215360,664891392,0,0,0,3072,2067,209,80.874,1.093,18.033,0,0,4235,92167
05-08 15:00:24,3,0,1,139669504,947974144,3215360,664891392,0,0,0,0,1828,146,81.366,0.621,18.012,0,0,0,0
05-08 15:00:25,2,0,1,139767808,947875840,3215360,664891392,0,0,0,0,1583,172,83.571,0.714,15.714,0,0,4235,92133
05-08 15:00:26,3,0,1,139767808,947875840,3215360,664891392,0,0,0,0,1773,146,85.235,0,14.765,0,0,0,0
05-08 15:00:27,2,0,0,139735040,947908608,3215360,664891392,0,0,0,0,1585,152,84.733,2.290,12.977,0,0,8884,185012
05-08 15:00:28,2,0,1,139735040,947908608,3215360,664891392,0,0,0,0,1967,118,90.066,0,9.934,0,0,0,0
05-08 15:00:29,1,0,1,139735040,947908608,3215360,664891392,0,0,0,0,2056,138,89.205,0.568,10.227,0,0,0,0
05-08 15:00:30,2,0,1,139726848,947908608,3215360,664899584,0,0,0,0,2299,186,89.071,1.093,9.836,0,0,8578,185480
05-08 15:00:31,2,0,1,139726848,947908608,3215360,664899584,0,0,0,0,2165,152,88.770,0.535,10.695,0,0,108,108
05-08 15:00:32,3,0,0,139726848,947908608,3215360,664899584,0,0,0,0,2040,136,85.393,0,14.607,0,0,0,0
05-08 15:00:33,2,0,1,139759616,947875840,3215360,664899584,0,0,0,0,1946,206,83.019,1.887,15.094,0,0,8686,186550
05-08 15:00:35,2,0,1,139694080,947941376,3215360,664899584,0,0,0,0,1926,128,87.730,0,12.270,0,0,108,108
05-08 15:00:35,2,0,1,139821056,947814400,3215360,664899584,0,0,0,0,1976,132,88.272,0.617,11.111,0,0,0,0
05-08 15:00:36,2,0,1,139821056,947814400,3215360,664899584,0,0,0,16384,2080,167,85.246,0.546,14.208,0,0,0,0
05-08 15:00:37,2,0,0,139821056,947814400,3215360,664899584,0,0,0,0,2175,198,85.876,1.130,12.994,0,0,8686,187190
05-08 15:00:38,2,0,1,139821056,947814400,3215360,664899584,0,0,0,0,2022,144,84.916,0.559,14.525,0,0,0,0
05-08 15:00:39,2,0,1,139821056,947814400,3215360,664899584,0,0,0,0,2021,150,85.475,0.559,13.966,0,0,0,0
05-08 15:00:40,1,0,1,139984896,947650560,3215360,664899584,0,0,0,0,2004,213,80.838,2.395,16.766,0,0,8740,187614
05-08 15:00:41,1,0,1,139984896,947650560,3215360,664899584,0,0,0,0,2057,198,84.358,0.559,15.084,0,0,90,54
05-08 15:00:42,2,0,0,139984896,947650560,3215360,664899584,0,0,0,0,2083,144,83.060,0.546,16.393,0,0,0,0
05-08 15:00:43,3,0,1,139853824,947781632,3215360,664899584,0,0,0,0,2020,215,80.663,0.552,18.785,0,0,4235,93994
05-08 15:00:44,2,0,1,139952128,947683328,3215360,664899584,0,0,0,0,2019,197,80.791,1.130,18.079,0,0,4397,94267
05-08 15:00:45,2,0,1,139825152,947810304,3215360,664899584,0,0,0,0,1986,171,80.220,0.549,19.231,0,0,0,0
05-08 15:00:46,2,0,1,139694080,947941376,3215360,664899584,0,0,0,0,2151,226,81.283,1.070,17.647,0,0,4397,94428
05-08 15:00:47,2,0,0,139825152,947810304,3215360,664899584,0,0,0,0,2056,190,81.111,0.556,18.333,0,0,4397,94863
05-08 15:00:48,2,0,1,139825152,947810304,3215360,664899584,0,0,0,0,1968,180,78.804,0.543,20.652,0,0,90,54
05-08 15:00:49,1,0,1,139694080,947941376,3215360,664899584,0,0,0,0,1992,226,77.540,1.070,21.390,0,0,4451,94756
05-08 15:00:50,1,0,1,139751424,947875840,3215360,664907776,0,0,0,0,1967,209,80.114,1.136,18.750,0,0,4505,94921
05-08 15:00:51,2,0,1,139751424,947875840,3215360,664907776,0,0,0,24576,1887,178,79.558,0,20.442,0,0,0,0
05-08 15:00:52,2,0,0,139849728,947777536,3215360,664907776,0,0,0,0,1996,174,80.328,0.546,19.126,0,0,4289,95082
05-08 15:00:53,2,0,1,139718656,947908608,3215360,664907776,0,0,0,0,2034,203,80.447,1.117,18.436,0,0,4289,95247
05-08 15:00:54,2,0,1,139718656,947908608,3215360,664907776,0,0,0,24576,1986,173,79.781,1.093,19.126,0,0,0,0
05-08 15:00:55,2,0,1,139849728,947777536,3215360,664907776,0,0,0,0,2047,206,80.851,0.532,18.617,0,0,4397,95574
05-08 15:00:56,2,0,1,139784192,947843072,3215360,664907776,0,0,0,0,1942,207,80.814,1.163,18.023,0,0,4397,95631
05-08 15:00:57,2,0,0,139718656,947908608,3215360,664907776,0,0,0,0,1907,149,78.771,0.559,20.670,0,0,0,0
05-08 15:00:58,2,0,1,139816960,947810304,3215360,664907776,0,0,0,0,1950,207,80.791,0.565,18.644,0,0,4451,95846
05-08 15:00:59,2,0,1,139685888,947941376,3215360,664907776,0,0,0,0,1920,161,80.347,1.156,18.497,0,0,4397,95903
05-08 15:01:00,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,1833,265,84.667,2.667,12.667,0,0,0,0
05-08 15:01:01,2,0,14,139579392,947941376,3215360,665014272,0,0,0,0,1857,519,80.952,6.803,12.245,0,0,0,0
05-08 15:01:02,1,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2075,151,85.870,0.543,13.587,0,0,0,0
05-08 15:01:03,2,0,0,139579392,947941376,3215360,665014272,0,0,0,0,2109,148,83.425,0,16.575,0,0,0,0
05-08 15:01:04,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2116,158,83.607,0.546,15.847,0,0,0,0
05-08 15:01:05,3,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2015,175,78.857,0.571,20.571,0,0,0,0
05-08 15:01:06,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,1927,157,84.906,0.629,14.465,0,0,0,0
05-08 15:01:08,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,1806,134,83.544,0.633,15.823,0,0,0,0
05-08 15:01:08,2,0,0,139579392,947941376,3215360,665014272,0,0,0,0,2010,127,86.826,0.599,12.575,0,0,0,0
05-08 15:01:09,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2171,148,84.530,0,15.470,0,0,0,0
05-08 15:01:10,1,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2165,165,84.409,0.538,15.054,0,0,0,0
05-08 15:01:11,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2036,171,82.514,0,17.486,0,0,0,0
05-08 15:01:12,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,1482,137,81.481,0.741,17.778,0,0,0,0
05-08 15:01:13,2,0,0,139579392,947941376,3215360,665014272,0,0,0,0,1923,117,86.250,0.625,13.125,0,0,0,0
05-08 15:01:14,1,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2007,134,85.714,0,14.286,0,0,0,0
05-08 15:01:15,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2185,206,85.227,1.705,13.068,0,0,8848,194956
05-08 15:01:16,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2091,156,85.876,0.565,13.559,0,0,0,0
05-08 15:01:17,2,0,1,139579392,947941376,3215360,665014272,0,0,0,0,2156,141,85.405,0,14.595,0,0,0,0
05-08 15:01:18,1,0,0,139546624,947974144,3215360,665014272,0,0,0,0,2188,207,83.069,1.058,15.873,0,0,8956,195750
05-08 15:01:19,1,0,1,139546624,947974144,3215360,665014272,0,0,0,0,2033,171,81.183,0,18.817,0,0,0,0
